id,РџРѕРєСѓРїР°С‚РµР»СЊСЃРєР°СЏ Р°РєС‚РёРІРЅРѕСЃС‚СЊ,РўРёРї СЃРµСЂРІРёСЃР°,Р Р°Р·СЂРµС€РёС‚СЊ СЃРѕРѕР±С‰Р°С‚СЊ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_6_РјРµСЃ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_С‚РµРє_РјРµСЃ,Р”Р»РёС‚РµР»СЊРЅРѕСЃС‚СЊ,РђРєС†РёРѕРЅРЅС‹Рµ_РїРѕРєСѓРїРєРё,РџРѕРїСѓР»СЏСЂРЅР°СЏ_РєР°С‚РµРіРѕСЂРёСЏ,РЎСЂРµРґРЅРёР№_РїСЂРѕСЃРјРѕС‚СЂ_РєР°С‚РµРіРѕСЂРёР№_Р·Р°_РІРёР·РёС‚,РќРµРѕРїР»Р°С‡РµРЅРЅС‹Рµ_РїСЂРѕРґСѓРєС‚С‹_С€С‚СѓРє_РєРІР°СЂС‚Р°Р»,РћС€РёР±РєР°_СЃРµСЂРІРёСЃР°,РЎС‚СЂР°РЅРёС†_Р·Р°_РІРёР·РёС‚
216456,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,3,868,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,6,11
216457,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.7,4,259,0.14,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,1,4,10
216458,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,4,739,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,0,6,9
216459,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,4,539,0.13,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,0,4,14
216460,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,5,237,0.95,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,3,4,4
216461,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.5,4,781,0.23,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,1,6,9
216462,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.7,3,398,0.12,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,5,3,15
216463,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,5,175,0.99,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,2,5,7
216464,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,3,290,0.15,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,2,2,9
216465,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,4,739,0.17,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,1,4,4
216466,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.5,3,985,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,4,4,13
216467,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,3,564,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,0,4,9
216468,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.8,3,1008,0.28,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,6,15
216469,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,4,999,0.23,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,0,4,10
216470,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,5,522,0.3,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,3,8,11
216471,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,4,1042,0.25,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,1,6,10
216472,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.8,4,767,0.14,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,4,5,10
216473,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,4,404,0.23,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,2,5,8
216474,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,3,445,0.26,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,2,3,8
216475,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.5,3,577,0.23,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,0,4,11
216476,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.0,4,648,0.16,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,6,13
216477,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.8,3,611,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,4,0,10
216478,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,2.6,3,461,0.91,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,1,3,9
216479,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.4,3,219,0.15,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,3,3,4
216480,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.3,4,454,0.13,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,6,3,3,7
216481,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,5,862,0.17,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,4,8,10
216482,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.6,3,660,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,3,4,9
216483,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.9,4,816,0.95,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,6,1,5,13
216484,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,5,522,0.23,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,2,3,4
216485,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,335,0.21,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,6,3,3,7
216486,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,2.6,4,346,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,5,4,18
216487,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.3,3,718,0.24,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,1,6,8
216488,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,619,0.23,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,6,1,1,13
216489,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,6.6,3,796,0.21,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,3,2,8
216490,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.8,4,832,0.24,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,1,5,8
216491,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.5,4,291,0.13,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,4,2,15
216492,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,5,742,0.23,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,2,5,3
216493,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.3,4,129,0.21,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,5,2,17
216494,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.1,3,1041,0.26,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,0,2,4
216495,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,2.6,4,349,0.15,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,4,3,10
216496,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,4,509,0.28,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,2,4,11
216497,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,220,0.16,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,5,3,1,7
216498,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,374,0.23,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,5,11
216499,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,3,923,0.95,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,2,6,6
216500,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,5,296,0.24,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,4,3,11
216501,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,311,0.28,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,4,9
216502,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,4,902,0.16,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,4,3,13
216503,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,3,749,0.15,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,0,4,6
216504,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.3,4,482,0.2,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,5,11
216505,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.9,4,617,0.16,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,3,5,10
216506,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.1,4,893,0.14,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,5,1,6,7
216507,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.7,3,595,0.91,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,4,5,15
216508,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,5,384,0.28,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,6,0,3,8
216509,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.2,4,833,0.28,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,1,8,15
216510,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.9,5,723,0.91,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,4,6,9
216511,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,4,704,0.11,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,4,5,10
216512,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.2,3,545,0.21,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,2,3,10
216513,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,559,0.2,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,2,1,7
216514,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,5.7,4,301,0.17,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,5,5,14
216515,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,4,882,0.17,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,2,6,9
216516,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.4,4,508,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,1,3,8
216517,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,5,233,0.24,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,5,4,4,6
216518,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.3,5,994,0.28,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,3,5,10
216519,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,5,937,0.11,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,2,2,6
216520,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,644,0.21,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,3,6,10
216521,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,4,505,0.13,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,3,4,6
216522,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,4,969,0.12,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,2,2,11
216523,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,3,461,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,1,3,5
216524,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.9,3,326,0.95,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,2,3,13
216525,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.7,4,713,0.13,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,1,0,8
216526,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.6,4,157,0.3,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,6,3,2,9
216527,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.9,3,679,0.15,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,1,1,14
216528,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,4,993,0.11,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,1,4,13
216529,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.5,3,757,0.25,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,1,2,7
216530,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.9,3,362,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,1,5,12
216531,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,4,780,0.24,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,4,4,1,17
216532,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,5,401,0.15,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,5,0,2,6
216533,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.7,5,769,0.14,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,1,8,10
216534,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.9,4,445,0.2,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,2,6,8
216535,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.7,4,1013,0.21,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,0,5,9
216536,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.2,3,324,0.15,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,6,1,4,10
216537,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,4,873,0.3,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,6,4,3,4
216538,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.9,4,482,0.17,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,2,2,12
216539,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.1,4,176,0.28,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,2,3,16
216540,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.6,5,347,0.25,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,4,5,12
216541,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,593,0.29,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,1,1,8
216542,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.4,3,776,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,6,10
216543,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.7,4,514,0.25,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,3,4,12
216544,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,335,0.3,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,2,6,9
216545,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.7,4,594,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,4,4,4
216546,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.7,4,475,0.26,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,3,3,14
216547,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.0,3,509,0.25,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,6,3,13
216548,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,6.3,4,252,0.16,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,4,3,5
